,_c0,DATE,Themes,Organizations,V2Tone
609,609,20150302000000.0,TAX_FNCACT;TAX_FNCACT_WORKERS;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_VICTIM;RETIREMENT;TAX_FNCACT_EMPLOYER;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_EMPLOYERS;TAX_FNCACT_VETERAN;TAX_FNCACT_VICE_PRESIDENT;ECON_STOCKMARKET;ECON_TAXATION;,bureau of labor statistics;labor department,"-3.30578512396694,0.826446280991736,4.13223140495868,4.95867768595041,23.8292011019284,0.68870523415978,669"
610,610,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LION;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MILK;TAX_FNCACT_INSIDER;MEDIA_SOCIAL;,linkedin;twitter,"3.65853658536585,3.65853658536585,0,3.65853658536585,23.780487804878,1.21951219512195,142"
611,611,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_DUTCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_DUTCH;TAX_RELIGION;TAX_RELIGION_CHURCH;NATURAL_DISASTER;NATURAL_DISASTER_FLOODS;RURAL;NATURAL_DISASTER_EARTHQUAKES;ENV_NATURALGAS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_ENGINEER;TAX_RELIGION_CHURCHES;ELECTION;GENERAL_GOVERNMENT;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;TAX_FNCACT_MINISTER;FUELPRICES;AUSTERITY;LEADER;TAX_FNCACT_PRIME_MINISTER;NATURAL_DISASTER_EARTHQUAKE;NATURAL_DISASTER_RICHTER_SCALE;TAX_FNCACT_ENGINEERS;TAX_WORLDLANGUAGES_NAM;TAX_FNCACT_OPERATOR;TAX_FNCACT_SPOKESMAN;AFFECT;PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;ENV_MINING;TAX_FNCACT_ANALYST;TAX_FNCACT_CITIZENS;TAX_FNCACT_DRIVERS;TAX_WORLDLANGUAGES_RUSSIA;DELAY;SCIENCE;TAX_FNCACT_AUTHOR;BAN;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EUROS;MEDIA_SOCIAL;,exxon mobil corp;maria church;economic affairs;groningen old churches association;united states;royal dutch shell;exxon;facebook;u s geological;yahoo,"-3.98293029871977,1.35135135135135,5.33428165007112,6.68563300142248,20.8392603129445,0.42674253200569,1310"
612,612,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT;TAX_FNCACT_COWBOY;NATURAL_DISASTER;NATURAL_DISASTER_ICE;TAX_FNCACT_FATHER;NATURAL_DISASTER_BLIZZARD;MEDICAL;,,"1.10497237569061,4.41988950276243,3.31491712707182,7.73480662983425,29.2817679558011,1.65745856353591,151"
613,613,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISIS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;TAX_WORLDMAMMALS_HUMAN;TERROR;ARMEDCONFLICT;TAX_FNCACT_MAN;TAX_FNCACT_DIRECTOR;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;BLACK_MARKET;SMUGGLING;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;EXTREMISM;,baghdad museum on;mosul museum;cnn;ministry of antiquities,"-3.6231884057971,1.69082125603865,5.31400966183575,7.0048309178744,20.5314009661836,1.93236714975845,376"
614,614,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;BAN;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;ARMEDCONFLICT;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_FNCACT;TAX_FNCACT_HEADMISTRESS;,,"-3.92156862745098,1.96078431372549,5.88235294117647,7.84313725490196,28.4313725490196,0,98"
615,615,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT;TAX_FNCACT_WORKERS;ECON_ENTREPRENEURSHIP;TAX_FNCACT_ANALYST;TAX_FNCACT_RESEARCH_ANALYST;TAX_FNCACT_DRIVERS;SCIENCE;AFFECT;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_SCHOOL;LEGISLATION;TAX_FNCACT_APPRENTICE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_SEAL;TAX_FNCACT_ENTREPRENEUR;POVERTY;,w p carey center;institute of justice;kauffman foundation;goldwater institute;united states,"-0.393700787401575,1.77165354330709,2.16535433070866,3.93700787401575,26.9685039370079,0.590551181102362,471"
616,616,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MANAGERS;TOURISM;TAX_FNCACT_MANAGER;TAX_FNCACT_OPERATOR;,,"2.03252032520325,2.84552845528455,0.813008130081301,3.65853658536585,20.3252032520325,1.6260162601626,226"
617,617,20150302000000.0,TAX_FNCACT;TAX_FNCACT_AUDITOR;TAX_FNCACT_LEADERS;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_CONSULTANTS;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SEN;TAX_RELIGION;TAX_RELIGION_JEWISH;TAX_ETHNICITY;TAX_ETHNICITY_JEWISH;TAX_WORLDLANGUAGES_KANSAS;TAX_POLITICAL_PARTY_REPUBLICANS;TAX_FNCACT_CANDIDATE;MEDIA_MSM;SOC_SUICIDE;RESIGNATION;TAX_FNCACT_CANDIDATES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_BUSINESSMAN;LEADER;TAX_FNCACT_CONGRESSMAN;,john hancock,"-3.7344398340249,1.45228215767635,5.18672199170125,6.63900414937759,25.5186721991701,0.20746887966805,446"
618,618,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MANAGER;ECON_INFLATION;TAX_ETHNICITY;TAX_ETHNICITY_TURKISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TURKISH;ECON_EMERGINGECON;TAX_FNCACT_PEERS;GENERAL_GOVERNMENT;ECON_STOCKMARKET;ECON_CENTRALBANK;LEADER;TAX_FNCACT_GOVERNOR;TAX_FNCACT_ECONOMIST;ENV_OIL;ECON_OILPRICE;TAX_FNCACT_PRESIDENT;TREASON;ECON_INTEREST_RATES;TAX_FNCACT_ECONOMISTS;ECON_CURRENCY_EXCHANGE_RATE;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_TURKISH_LIRA;DELAY;ECON_WORLDCURRENCIES_DOLLAR;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;ECON_WORLDCURRENCIES_RUBLE;ECON_WORLDCURRENCIES_RUSSIAN_RUBLE;ECON_WORLDCURRENCIES_BRAZILIAN_REAL;TAX_WORLDLANGUAGES_RUSSIA;TAX_WORLDLANGUAGES_ANATOLIAN;TAX_FNCACT_BUSINESSMEN;VIOLENT_UNREST;TAX_WEAPONS;TAX_WEAPONS_TEAR_GAS;,european central bank;central bank;central bank governor erdem ba,"-2.98013245033113,1.15894039735099,4.13907284768212,5.29801324503311,25.1655629139073,0.165562913907285,534"
619,619,20150302000000.0,TAX_FNCACT;TAX_FNCACT_VETERAN;TAX_FNCACT_ROLE_MODEL;TAX_DISEASE;TAX_DISEASE_CANCER;TAX_DISEASE_LUNG_CANCER;MEDIA_MSM;,,"4.32098765432099,6.79012345679012,2.46913580246914,9.25925925925926,11.7283950617284,0,146"
620,620,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;RECRUITMENT;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT;TAX_FNCACT_INTERN;TAX_FNCACT_SWIMMER;SOC_POINTSOFINTEREST_SCHOOLS;SOC_POINTSOFINTEREST_HIGH_SCHOOLS;,indiana high school;swimming world college intern;zionsville high school,"3.42205323193916,3.61216730038023,0.190114068441065,3.80228136882129,18.0608365019011,0,495"
621,621,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;TAX_FNCACT_EXECUTIVES;SOC_EMERGINGTECH;TAX_ETHNICITY_GERMAN;TAX_WORLDLANGUAGES_GERMAN;ENV_METALS;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT_SPEAKER;TAX_FNCACT_REPRESENTATIVES;GENERAL_HEALTH;MEDICAL;,lg health,"1.70623145400593,3.04154302670623,1.3353115727003,4.37685459940653,23.6646884272997,1.63204747774481,1273"
622,622,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;,google;hozier take me to church;me to church,"2.73037542662116,3.92491467576792,1.19453924914676,5.11945392491468,18.6006825938567,0.68259385665529,509"
623,623,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;TAX_WORLDFISH;TAX_WORLDFISH_COD;NATURAL_DISASTER;NATURAL_DISASTER_DEEP_FREEZE;NATURAL_DISASTER_HEAVY_SNOW;NATURAL_DISASTER_HEAVY_RAIN;,associated press,"-0.680272108843537,0,0.680272108843537,0.680272108843537,24.4897959183673,0,141"
624,624,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_OFFICIAL;TAX_ETHNICITY;TAX_ETHNICITY_PALESTINIAN;GENERAL_GOVERNMENT;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_FNCACT_SPEAKER;NEGOTIATIONS;TAX_FNCACT_LEADER;TAX_ETHNICITY_WHITE;TAX_FNCACT_PRESIDENT;ELECTION;,u s congress;palestinian authority;united states,"-2.1505376344086,0.537634408602151,2.68817204301075,3.2258064516129,21.505376344086,0,182"
625,625,20150302000000.0,TAX_DISEASE;TAX_DISEASE_CANCER;GENERAL_HEALTH;MEDICAL;ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_DOCTORS;TAX_FNCACT_WORKERS;,cancer council,"-1.28755364806867,4.29184549356223,5.5793991416309,9.87124463519313,28.3261802575107,0.429184549356223,212"
626,626,20150302000000.0,VIOLENT_UNREST;TAX_FNCACT;TAX_FNCACT_CREW_MEMBERS;,,"3.65296803652968,5.02283105022831,1.36986301369863,6.39269406392694,25.5707762557078,0,210"
627,627,20150302000000.0,MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_MAN;TAX_FNCACT_VICTIMS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_WICHITA;PUBLIC_TRANSPORT;,missouri department of transportation,"-5.69105691056911,0,5.69105691056911,5.69105691056911,21.1382113821138,0,112"
628,628,20150302000000.0,MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT;TAX_FNCACT_SOLDIERS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILL;TAX_FNCACT_CHIEF;ARMEDCONFLICT;TAX_ETHNICITY;TAX_ETHNICITY_PALESTINIANS;MEDIA_MSM;TAX_WEAPONS;TAX_WEAPONS_ARMORED;MANMADE_DISASTER_IMPLIED;KILL;ECON_TAXATION;TAX_FNCACT_SPOKESWOMAN;TAX_WORLDMAMMALS_DRILLS;TAX_TERROR_GROUP;TAX_TERROR_GROUP_PALESTINE_LIBERATION_ORGANIZATION;TAX_ETHNICITY_PALESTINIAN;TAX_FNCACT_OFFICIALS;TAX_FNCACT_OFFICIAL;LEADER;TAX_FNCACT_PRESIDENT;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_FATAH;MOVEMENT_GENERAL;NEGOTIATIONS;TAX_FNCACT_ANALYSTS;REBELLION;PROTEST;TAX_FNCACT_CRIMINAL;SECURITY_SERVICES;TAX_FNCACT_POLICE;ARREST;TAX_FNCACT_CRIMINALS;TERROR;,palestine liberation organization;reuters;international criminal court,"-4.51127819548872,0.75187969924812,5.26315789473684,6.01503759398496,21.5538847117794,0,376"
629,629,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;ENV_OIL;ECON_OILPRICE;TAX_FNCACT;TAX_FNCACT_DEPUTY;TAX_FNCACT_MINISTER;TAX_FNCACT_FINANCE_MINISTER;GENERAL_GOVERNMENT;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_ROUBLES;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;SANCTIONS;ECON_TAXATION;ECON_WORLDCURRENCIES_ROUBLE;,fund birmingham star,"-5,0.75,5.75,6.5,28,1.75,376"
630,630,20150302000000.0,MANMADE_DISASTER_IMPLIED;KILL;TAX_FNCACT;TAX_FNCACT_DRIVERS;WOUND;TAX_FNCACT_OFFICIALS;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;,,"-4.46428571428571,0,4.46428571428571,4.46428571428571,23.2142857142857,0,100"
631,631,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MAN;ECON_TAXATION;,bureau cost;service tax;services tax;union budget,"-2.31884057971015,2.02898550724638,4.34782608695652,6.3768115942029,28.695652173913,0.676328502415459,942"
632,632,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;ARREST;SOC_GENERALCRIME;ARMEDCONFLICT;PROTEST;TAX_FNCACT_DEMONSTRATORS;VIOLENT_UNREST;TRAFFIC;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_TRADERS;MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;ECON_STOCKMARKET;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MILK;BORDER;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_PHOTOGRAPHER;WOUND;TAX_FNCACT_LEADER;GENERAL_GOVERNMENT;TOURISM;TAX_FNCACT_TOURISTS;,,"-7.89473684210526,0.789473684210526,8.68421052631579,9.47368421052632,23.4210526315789,0,351"
633,633,20150302000000.0,TAX_FNCACT;TAX_FNCACT_OFFICIALS;MEDIA_MSM;TOURISM;TAX_FNCACT_LEADERS;TAX_FNCACT_CRIMINAL;TRIAL;TAX_FNCACT_LAWYER;TAX_FNCACT_CRIMINAL_LAWYER;CRIME_CARTELS;TAX_FNCACT_CRIMINALS;WOUND;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;GENERAL_HEALTH;MEDICAL;MED_EMERGENCYROOM;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_OPERATING_OFFICER;ECON_TAXATION;LEGISLATION;LEADER;TAX_FNCACT_LAWMAKERS;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_PRODUCER;MEDIA_SOCIAL;,,"-1.31332082551595,2.4390243902439,3.75234521575985,6.19136960600375,24.202626641651,0.938086303939963,491"
634,634,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_GOVERNOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_FNCACT_CANDIDATE;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;TAX_SPECIAL_ISSUES;TAX_SPECIAL_ISSUES_OBAMACARE;ECON_TAXATION;EDUCATION;TAX_FNCACT_POLICES;IMMIGRATION;TAX_POLITICAL_PARTY_REPUBLICAN;LEGISLATION;SOC_GENERALCRIME;TAX_FNCACT_DRIVERS;TAX_FNCACT_IMMIGRANTS;TAX_FNCACT_CHILDREN;TAX_FNCACT_CITIZENS;ARMEDCONFLICT;GENERAL_HEALTH;MEDICAL;SLFID_RULE_OF_LAW;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MIAMI;GENERAL_GOVERNMENT;TAX_ETHNICITY;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;SCIENCE;AFFECT;TRANSPARENCY;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT_STUDENTS;TAX_FNCACT_CHILD;DISABILITY;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_STUDENT;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_PRESIDENT;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT_REPRESENTATIVES;VETO;POVERTY;TAX_FNCACT_LEADERS;TAX_FNCACT_PEERS;TAX_FNCACT_EXECUTIVE;SOC_POINTSOFINTEREST_UNIVERSITY;DISCRIMINATION;MARITIME_INCIDENT;MARITIME;TAX_FNCACT_SAILORS;CONSTITUTIONAL;STRIKE;TAX_FNCACT_SUPPORTERS;MEDIA_MSM;TAX_FNCACT_JOURNALIST;TAX_FNCACT_IMMIGRANT;,supreme court;department of education;national review jim geraghty,"-0.5859375,2.40885416666667,2.99479166666667,5.40364583333333,22.1354166666667,2.66927083333333,1381"
635,635,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MANAGER;SOC_INNOVATION;TAX_FNCACT_ANALYST;,,"-2.56410256410256,1.02564102564103,3.58974358974359,4.61538461538462,24.1025641025641,1.02564102564103,172"
636,636,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SECRETARY;LEADER;,associated press;united states congress;united states,"0,3.84105960264901,3.84105960264901,7.68211920529801,23.4437086092715,1.58940397350993,705"
637,637,20150302000000.0,GENERAL_HEALTH;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;MEDICAL;TAX_FNCACT_PARAMEDIC;TAX_FOODSTAPLES;TAX_FOODSTAPLES_POTATOES;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;PRIVATIZATION;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_PLAYWRIGHT;POLITICAL_TURMOIL;TAX_FNCACT_KING;UNEMPLOYMENT;TAX_FNCACT_UNEMPLOYED;TAX_ETHNICITY_BLACKS;LEADER;TAX_FNCACT_MAYOR;GOV_LOCALGOV;MANMADE_DISASTER_IMPLIED;KILL;EDUCATION;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_PHYSICIAN;MED_EMERGENCYROOM;RECRUITMENT;TAX_FNCACT_TECHNICIANS;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_ETHNICITY_WHITE;TAX_FNCACT_DOCTOR;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_PARAMEDICS;,university of pittsburgh;freedom house;freedom house ambulance service;pittsburgh emergency medical services,"-1.2448132780083,3.18118948824343,4.42600276625173,7.60719225449516,24.6196403872752,1.6597510373444,662"
638,638,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT;TAX_FNCACT_OFFICIAL;GENERAL_GOVERNMENT;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;,united states,"-2.75229357798165,0,2.75229357798165,2.75229357798165,16.5137614678899,0,88"
639,639,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MAN;GENERAL_GOVERNMENT;TAX_FNCACT_MAGISTRATES;TRIAL;TAX_FNCACT_PROSECUTOR;UNEMPLOYMENT;TAX_FNCACT_UNEMPLOYED;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;ECON_TAXATION;TAX_FNCACT_LAWYER;KILL;SOC_GENERALCRIME;TAX_FNCACT_MAGISTRATE;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;,australian taxation office;ipswich magistrates court,"-2.08955223880597,3.88059701492537,5.97014925373134,9.85074626865672,24.4776119402985,0.298507462686567,306"
640,640,20150302000000.0,TAX_FNCACT;TAX_FNCACT_BOSS;LEADER;TAX_FNCACT_PRESIDENT;,shell petroleum development company;royal dutch shell plc;oil price;senior advisor in shell upstream international;university of benin;nazi party;royal dutch shell;royal dutch petroleum;mln award to union carbide;shell companies;royal dutch shell group;business administration;shell oil must pay;high court,"-1.30841121495327,3.98753894080997,5.29595015576324,9.28348909657321,22.8660436137072,0.747663551401869,1446"
641,641,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DRIVER;TAX_FNCACT_MAN;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF;MANMADE_DISASTER_IMPLIED;LEADER;EDUCATION;,manassas junction;virginia state police;manassas junction police department;bureau of labor statistics;manassas city police;university of illinois college of law;burke community management;virginia department of criminal justice services;american security group in richmond,"-2.27610094012865,2.17714002968827,4.45324096981692,6.63038099950519,22.8104898565067,0.296882731321128,1847"
642,642,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DRIVER;MANMADE_DISASTER_IMPLIED;TRAFFIC;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TERROR;ARMEDCONFLICT;TAX_FNCACT_STUDENTS;,,"-4.80769230769231,0.961538461538462,5.76923076923077,6.73076923076923,24.0384615384615,0,91"
643,643,20150302000000.0,MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_MARSHALLS;EDUCATION;MARITIME_INCIDENT;,martial arts school;agent school;marshalls art school,"-0.0992063492063497,4.16666666666667,4.26587301587302,8.43253968253968,19.8412698412698,0.793650793650794,894"
644,644,20150302000000.0,RESIGNATION;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_DIRECTORS;TAX_FNCACT_MANAGING_DIRECTOR;,board of the company;marmota energy limited david williams;marmota energy limited,"0.757575757575758,2.27272727272727,1.51515151515152,3.78787878787879,9.84848484848485,0,106"
645,645,20150302000000.0,,,"-1.27226463104326,1.90839694656489,3.18066157760814,5.08905852417303,26.0814249363868,0.636132315521628,710"
646,646,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_GREEK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GREEK;ECON_DEBT;ENV_OIL;ECON_OILPRICE;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EURO;ECON_CENTRALBANK;AUSTERITY;ECON_INFLATION;TAX_FNCACT;TAX_FNCACT_ECONOMISTS;LEADER;TAX_FNCACT_POLITICIANS;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES_FRENCH;TAX_FNCACT_PRESIDENT;GENERAL_GOVERNMENT;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES_ITALIAN;TAX_FNCACT_MINISTER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_WORKERS;ECON_INTEREST_RATES;,european central bank;european commission,"-0.689655172413793,3.90804597701149,4.59770114942529,8.50574712643678,23.6781609195402,0,398"
647,647,20150302000000.0,MEDICAL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CAT;TAX_FNCACT;TAX_FNCACT_COUNSELLOR;TAX_WORLDMAMMALS_CATS;AFFECT;MEDIA_SOCIAL;TAX_FNCACT_MAN;GENERAL_HEALTH;,burlington humane society,"1.68674698795181,4.81927710843374,3.13253012048193,7.95180722891566,26.5060240963855,0.481927710843374,365"
648,648,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;,google;hozier take me to church;me to church,"2.73037542662116,3.92491467576792,1.19453924914676,5.11945392491468,18.6006825938567,0.68259385665529,509"
649,649,20150302000000.0,HATE_SPEECH;,,"-1.3986013986014,2.7972027972028,4.1958041958042,6.99300699300699,25.8741258741259,4.89510489510489,131"
650,650,20150302000000.0,TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRATS;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ALQAIDA;TAX_RELIGION;TAX_RELIGION_SUNNI;TAX_ETHNICITY;TAX_ETHNICITY_SUNNI;TAX_RELIGION_MUSLIMS;TAX_ETHNICITY_MUSLIMS;TAX_RELIGION_SUNNI_MUSLIMS;TAX_RELIGION_SHIITES;TAX_ETHNICITY_SHIITES;MILITARY;TAX_FNCACT_NAVY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_SEAL;TRIAL;TERROR;ARMEDCONFLICT;TAX_FNCACT_ATTORNEYS;TAX_FNCACT_JUDGE;KILL;GENERAL_GOVERNMENT;TAX_AIDGROUPS;ALLIANCE;TAX_TERROR_GROUP_TALIBAN;TAX_FNCACT_PROSECUTORS;TAX_WORLDMAMMALS_SEALS;TAX_WEAPONS;TAX_WEAPONS_EXPLOSIVES;RELEASE_HOSTAGE;MEDIA_MSM;DELAY;JIHAD;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TAX_ETHNICITY_WHITE;TAX_RELIGION_MUSLIM;TAX_ETHNICITY_MUSLIM;TAX_RELIGION_ISLAMIC;TAX_RELIGION_SHARIA;EXTREMISM;TAX_RELIGION_ISLAM;TAX_TERROR_GROUP_MUSLIM_BROTHERHOOD;TAX_POLITICAL_PARTY_MUSLIM_BROTHERHOOD;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_TERROR_GROUP_AL_QAIDA;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_LIEUTENANT;TAX_FNCACT_LIEUTENANT;TAX_FNCACT_COMMANDERS;ARREST;SOC_GENERALCRIME;SECURITY_SERVICES;REBELLION;,team six;council on american;u s navy;navy seals;islamic society of north america;united states,"-6.81159420289855,1.15942028985507,7.97101449275362,9.1304347826087,17.6811594202899,0.144927536231884,614"
